freq,indic_il,unit,isced11,sex,age,geo\TIME_PERIOD	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,MED_E,PPS,ED3_4,T,Y_GE18,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	4379 	4521 	4630 	5049 	5577 	6001 	6099 	6284 	6731 	: 	: 	: 
A,MED_E,PPS,ED3_4,T,Y_GE18,MT	: 	: 	15382 	15193 	15148 	16493 	17020 	16120 	16979 	17248 	18288 	18623 	19543 	19714 	20223 	20101 	20920 	20785 	21363 	22642 	: 
A,MED_E,PPS,ED3_4,T,Y_GE18,NL	: 	: 	16709 	17018 	17977 	19457 	19536 	19103 	18701 	18967 	18969 	18331 	19006 	20669 b	20454 	20594 	20996 	21563 	23748 	24176 	: 
A,MED_E,PPS,ED3_4,T,Y_GE18,NO	18185 	18566 	19053 	20622 	21115 	23395 	24388 	23643 	24532 	25696 	27361 	27635 	28548 	27698 	26420 	26250 	26705 	27579 	26051 b	26699 	: 
A,MED_E,PPS,ED3_4,T,Y_GE18,PL	: 	: 	4859 	5135 	5664 	6797 	7380 	7557 	8264 	8520 	9081 	9353 	9737 	10457 	10698 	11029 	11739 	12455 	12989 	14077 	: 
A,MED_E,PPS,ED3_4,T,Y_GE18,PT	: 	11359 	11550 	12017 	12878 	12162 	12114 	12413 	11917 	11716 	11702 	11882 	11972 	12403 	11934 	11720 	12458 	13332 	12825 	12697 	: 
A,MED_E,PPS,ED3_4,T,Y_GE18,RO	: 	: 	: 	: 	3236 	3556 	4005 	4048 	4146 	4179 	4371 	4468 	4716 	5263 	5863 	6966 	7886 	8306 	9095 	10429 	11502 
A,MED_E,PPS,ED3_4,T,Y_GE18,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4967 	4806 	4889 	5152 	5331 	5379 	6160 	6682 	6969 	7588 	: 
A,MED_E,PPS,ED3_4,T,Y_GE18,SE	: 	14484 	14886 	15710 	16601 	18002 b	18651 	18053 	18577 	19402 	20353 	20273 	20760 	21937 	21375 	21300 	21786 	21211 	21768 	21339 	23021 
A,MED_E,PPS,ED3_4,T,Y_GE18,SI	: 	: 	12198 	12680 	13032 	13810 	14397 	13268 	13889 	13957 	13863 	13830 	14539 	14660 	14671 	15037 	15882 	16205 	16663 	17715 	19298 
A,MED_E,PPS,ED3_4,T,Y_GE18,SK	: 	: 	4117 	4709 	5695 	6844 	7829 	8457 	9017 	9855 	9677 	9918 	10404 	10683 	9770 	10177 	10786 	10285 	9663 	10014 	10991 
A,MED_E,PPS,ED3_4,T,Y_GE18,TR	: 	: 	: 	5254 	5631 	5994 	6335 	6203 	6558 	7070 	6964 	7137 	7342 	8143 	8146 	7912 	8128 	7922 	7199 	: 	: 
A,MED_E,PPS,ED3_4,T,Y_GE18,UK	: 	: 	17934 	18630 	19482 	18862 	17124 	15935 	15663 	16468 b	16908 	17345 	17938 	17614 	17437 b	17994 	: 	: 	: 	: 	: 
A,MED_E,PPS,ED3_4,T,Y_GE18,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4070 	: 	: 	: 	: 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4348 	4423 	4756 	4820 	4801 	: 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,AT	16024 	16861 	18019 	18032 	18348 	18507 b	18600 	19822 	21016 	21201 	21769 	21739 	22448 	23144 	23339 	23102 	23603 	22997 	23896 	24086 	26423 
A,MED_E,PPS,ED3_4,T,Y_GE65,BE	12517 	11959 	12653 	12663 	13171 	14143 	15338 	14653 	14709 	15400 	17162 	16686 	17317 	17748 	17655 	17102 	18032 b	17529 	18048 	18372 	19553 
A,MED_E,PPS,ED3_4,T,Y_GE65,BG	: 	: 	: 	2830 	2743 	3895 	4298 	5121 	4982 	4835 	5201 	6263 	5825 	5971 b	6093 	6101 	6262 	6265 	7060 	7240 	8946 
A,MED_E,PPS,ED3_4,T,Y_GE65,CH	: 	: 	: 	: 	19460 	19636 	19045 	19473 	19081 	19876 	21396 	22132 b	23216 	23839 	23297 	23172 	22138 	21530 	21154 	22318 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,CY	: 	: 	14484 	15827 	17355 	17688 b	17816 	18362 	19336 	19896 	18222 	17365 	18289 	18748 	19348 	19790 	20318 	19380 	18529 	18958 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,CZ	: 	: 	6646 	7060 	7511 	7987 	8278 	8231 	8526 	8960 	9535 	9739 	9942 	10434 	10264 	10475 	10878 	11102 	11575 	11953 	13039 
A,MED_E,PPS,ED3_4,T,Y_GE65,DE	: 	: 	15112 	14725 	15131 	15836 	15706 	15776 	16572 	16993 	17276 	17014 	17636 	17818 	17954 	18244 	18833 	20241 b	20046 	19752 	19952 
A,MED_E,PPS,ED3_4,T,Y_GE65,DK	12778 	12473 	12792 	12772 	13171 	13654 	14082 	14189 	15382 b	15479 	15771 	16401 	16337 	16818 	16824 	17429 	17853 	17658 	18391 	18324 	17959 
A,MED_E,PPS,ED3_4,T,Y_GE65,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18838 	19301 	19714 b	19696 	: 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18986 	19437 	19858 b	: 	: 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18838 	19301 	19714 b	19696 	: 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18036 	18376 	18894 	18732 	18729 	19157 	19568 	19524 	19628 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,EE	: 	3370 	3756 	4251 	4634 	5101 	5773 	5924 	6083 	6070 	6290 	6536 b	7188 	7884 	8063 	8274 	9102 	9138 	9483 	9678 	9340 
A,MED_E,PPS,ED3_4,T,Y_GE65,EL	13952 	14462 	13347 	13855 	14996 	14872 	14681 	14498 	12437 	12195 	10554 	10572 	11315 	11645 	11591 	10833 	11582 	12327 	12011 	12572 	13112 
A,MED_E,PPS,ED3_4,T,Y_GE65,ES	: 	14156 	13129 	12844 	14679 	17666 b	19042 	18240 	18867 	18948 	18528 	18964 	18847 	19728 	19744 	20014 	20661 	20245 	20672 	20888 	23134 
A,MED_E,PPS,ED3_4,T,Y_GE65,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16474 	16830 e	: 	: 	: 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16542 	16904 e	: 	: 	: 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16410 e	16790 e	17050 b	17195 	17597 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16474 	16830 e	: 	: 	: 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,FI	: 	10528 	11233 	11617 	12281 	12822 	13568 	14678 	15061 	15778 	15788 	16031 	16190 	17021 	17138 	17044 	17043 	16801 	16754 	17347 	17945 
A,MED_E,PPS,ED3_4,T,Y_GE65,FR	: 	16423 	16685 	16735 	17376 	20738 	20755 	21341 	21331 b	21835 	22883 	21933 	22070 	23326 	22724 	22074 	21853 	20508 b	20124 	20441 b	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,HR	: 	: 	: 	: 	: 	: 	: 	6902 	7593 	7619 	7961 	8146 	8682 	8976 	8733 	9175 	9031 	9320 	9292 	9797 	10391 b
A,MED_E,PPS,ED3_4,T,Y_GE65,HU	: 	: 	6413 	6479 	6794 	7128 	7280 	7224 	7501 	7880 	8041 	8249 	8558 	8678 	8615 	8677 	8713 	8652 	9064 	9878 	9152 
A,MED_E,PPS,ED3_4,T,Y_GE65,IE	11478 	12430 	13858 	14282 	16677 	18569 	17937 	19723 	16194 	17605 	18100 	18420 	19621 	19128 	18387 	20089 	19115 	18559 b	19006 	18033 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,IS	: 	13791 	14184 	15441 	16484 	19007 	20553 	17929 	17022 	16893 	17724 	18991 	19813 	21393 	21170 	22970 	22936 	: 	: 	: 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,IT	: 	16499 	17091 	17992 	18076 	19309 	19952 	19636 	20888 	20366 	20386 	20260 	20595 	21723 	21514 	21434 	21957 	23325 	23298 	23432 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,LT	: 	: 	3681 	3929 	4546 	5944 	6272 	6175 	6024 	5996 	6480 	6407 	6412 	7032 	7282 	7388 	8182 	8725 	9240 	9292 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,LU	24785 	27038 	28278 	25809 	28330 	27755 	28630 	28170 	30477 	30811 	32255 	33656 	32182 	33364 b	33711 	33177 	36195 	35913 b	38303 b	36770 b	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,LV	: 	: 	3210 	3340 	4140 	4597 	4843 	5103 	5489 	5270 	5380 	5691 	5843 	6412 	6230 	6326 	6780 	7490 	7559 	8631 	8575 
A,MED_E,PPS,ED3_4,T,Y_GE65,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7215 	6707 	6982 	7223 	7612 	8809 	8382 	8314 	7201 	8626 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	5035 	5508 	5824 	6396 	6902 	6794 	6863 	6978 	7499 	: 	: 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,MT	: 	: 	12833 	11304 	11304 	11068 	12583 	12546 	13222 	14800 	17988 	17283 	18272 	18106 	17773 	17372 	17154 	18228 	18000 	17980 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,NL	: 	: 	16267 	16054 	16704 	18419 	17657 	17690 	17750 	18195 	18790 	17829 	18383 	18478 b	18034 	18623 	18697 	18873 	19465 	20040 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,NO	14957 	15585 	15838 	16476 	17798 	20092 	21600 	21026 	21878 	23216 	25176 	25766 	26636 	25959 	24088 	24299 	24422 	24832 	23896 b	24392 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,PL	: 	: 	5935 	6204 	6580 	7226 	7664 	7928 	8743 	9112 	9904 	10224 	10493 	11184 	11001 	10938 	11346 	11768 	12271 	13402 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,PT	: 	13452 	16909 	18308 	18910 	18200 	21187 	19700 	18368 	18236 	18982 	19711 	18754 	20944 	20403 	19223 	20990 	19817 	17568 	18666 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,RO	: 	: 	: 	: 	3271 	3744 	4537 	4821 	5079 	5284 	5395 	5493 	5612 	6234 	6430 	7127 	7751 	7978 	8811 	11458 	11526 
A,MED_E,PPS,ED3_4,T,Y_GE65,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5867 	5767 	5948 	6128 	6315 	6039 	6578 	6682 	6972 	7291 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,SE	: 	12452 	12882 	14634 	15028 	14777 b	15511 	15148 	15188 	15711 	17350 	17737 	17503 	17675 	17917 	18147 	18577 	17521 	18647 	18078 	19662 
A,MED_E,PPS,ED3_4,T,Y_GE65,SI	: 	: 	11835 	11868 	12126 	12491 	13163 	12265 	12758 	12968 	12883 	13254 	13857 	13783 	13671 	13564 	14029 	14310 	14757 	15178 	16461 
A,MED_E,PPS,ED3_4,T,Y_GE65,SK	: 	: 	3697 	4193 	4809 	5686 	6675 	7312 	7977 	8298 	8770 	9194 	9685 	9883 	8808 	9122 	9230 	8891 	8893 	9422 	10666 
A,MED_E,PPS,ED3_4,T,Y_GE65,TR	: 	: 	: 	8436 	8492 	8143 	8512 	8220 	9820 	9777 	9925 	9875 	10159 	11570 	12297 	12103 	12401 	12686 	11590 	: 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,UK	: 	: 	14576 	15499 	15981 	15898 	14808 	13804 	13903 	15884 b	15792 	16570 	17445 	17278 	16418 b	17555 	: 	: 	: 	: 	: 
A,MED_E,PPS,ED3_4,T,Y_GE65,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4895 	: 	: 	: 	: 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6496 	6731 	7181 	7141 	6917 	: 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,AT	20083 	21297 	21792 	21917 	22758 	24451 b	25226 	24489 	26729 	25576 	26044 	26295 	26638 	28378 	29045 	27943 	27752 	27527 	28346 	29165 	33499 
A,MED_E,PPS,ED5-8,F,Y18-64,BE	20102 	19473 	20095 	20971 	21092 	22027 	22494 	22817 	23288 	23513 	25386 	25522 	25736 	27997 	26734 	27098 	27549 b	27826 	28195 	29699 	30263 
A,MED_E,PPS,ED5-8,F,Y18-64,BG	: 	: 	: 	4642 	4770 	7090 	8696 	8809 	8985 	8206 	9107 	10129 	10798 	10691 b	12194 	11408 	13434 	13699 	14260 	16049 	17687 
A,MED_E,PPS,ED5-8,F,Y18-64,CH	: 	: 	: 	: 	26899 	28361 	29907 	29559 	30178 	30668 	32696 	33073 b	33429 	35971 	34626 	32811 	31879 	32689 	33543 	34087 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,CY	: 	: 	21361 	22267 	24159 	25540 b	25967 	25209 	25826 	25526 	22917 	21450 	20390 	21350 	21524 	21682 	23511 	22826 	22862 	24422 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,CZ	: 	: 	10767 	11640 	12542 	13552 	13988 	13616 	13999 	14030 	14367 	14571 	15385 	16634 	16704 	17196 	18512 	18928 	17831 	20082 	20941 
A,MED_E,PPS,ED5-8,F,Y18-64,DE	: 	: 	18780 	19880 	21015 	22143 	23040 	22365 	23393 	23813 	23851 	24318 	25348 	25874 	25605 	26695 	27291 	31507 b	31123 	31119 	31716 
A,MED_E,PPS,ED5-8,F,Y18-64,DK	18746 	18296 	19307 	19443 	20839 	21280 	21947 	21795 	23542 b	23393 	23894 	23954 	24278 	25333 	24787 	25408 	26498 	25452 	26634 	26572 	26468 
A,MED_E,PPS,ED5-8,F,Y18-64,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23550 	23813 	24779 b	24857 	: 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23647 	23892 	24859 b	: 	: 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23550 	23813 	24779 b	24857 	: 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21814 	22295 	23346 	23207 	23453 	23741 	24702 	24829 	25516 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,EE	: 	5828 	6511 	7498 	8645 	10352 	11228 	10466 	10347 	11209 	11805 	13081 b	14446 	16372 	16779 	18136 	18710 	18817 	19229 	22150 	20201 
A,MED_E,PPS,ED5-8,F,Y18-64,EL	16979 	17134 	17158 	18017 	18200 	18642 	19220 	19308 	16759 	13334 	12338 	12492 	12106 	12399 	12215 	12504 	13234 	13588 	13258 	14034 	14861 
A,MED_E,PPS,ED5-8,F,Y18-64,ES	: 	16802 	17334 	18112 	18329 	21886 b	23148 	21949 	21267 	21001 	20073 	20079 	20499 	21521 	21980 	22181 	22053 	21758 	21418 	22354 	24293 
A,MED_E,PPS,ED5-8,F,Y18-64,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22198 	22658 e	: 	: 	: 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22245 	22702 e	: 	: 	: 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22069 e	22546 e	23350 b	23596 	24377 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22198 	22658 e	: 	: 	: 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,FI	: 	16645 	17815 	18388 	19315 	21137 	21719 	21606 	22729 	23181 	24025 	23974 	24458 	24942 	24497 	24899 	25673 	25524 	24757 	25719 	26790 
A,MED_E,PPS,ED5-8,F,Y18-64,FR	: 	18441 	18982 	19535 	19262 	22190 	22279 	22313 	22830 b	23454 	23790 	23334 	24180 	25064 	24512 	24242 	24065 	24812 b	25092 	25909 b	: 
A,MED_E,PPS,ED5-8,F,Y18-64,HR	: 	: 	: 	: 	: 	: 	: 	11961 	11667 	11815 	11693 	11745 	12835 	13665 	13836 	14458 	15709 	15682 	16653 	17342 	18778 b
A,MED_E,PPS,ED5-8,F,Y18-64,HU	: 	: 	8135 	9238 	9261 	9026 	9527 	9351 	10372 	10408 	10201 	10623 	11350 	11842 	11797 	11174 	12759 	13216 	13518 	12881 	15155 
A,MED_E,PPS,ED5-8,F,Y18-64,IE	19103 	21176 	22178 	23335 	26601 	26219 	24610 	23204 	23442 	22211 	22273 	21686 	23204 	24019 	23856 	23140 	24370 	24392 b	25150 	24614 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,IS	: 	19453 	20841 	22545 	23548 	25715 	25245 	20806 	20456 	20791 	21629 	22324 	23014 	24885 	23611 	25808 	25182 	: 	: 	: 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,IT	: 	19664 	20670 	21108 	21718 	22107 	22126 	22009 	21770 	21723 	21204 	20820 	20959 	22059 	22180 	22436 	22559 	23307 	23274 	23762 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,LT	: 	: 	6611 	7303 	8648 	10074 	11039 	8931 	8930 	10195 	10526 	11617 	12851 	14362 	14451 	15304 	16766 	17686 	18617 	19792 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,LU	38356 	37448 	39061 	37657 	38769 	38522 	37981 	38904 	38294 	38157 	40577 	39132 	39403 	35101 b	36277 	34635 	35095 	36216 b	38654 b	39689 b	: 
A,MED_E,PPS,ED5-8,F,Y18-64,LV	: 	: 	6139 	7362 	8505 	11268 	11321 	9533 	9110 	9196 	9765 	11136 	11858 	13591 	13593 	14591 	15940 	15663 	16255 	17583 	17635 
A,MED_E,PPS,ED5-8,F,Y18-64,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9563 	9020 	9271 	9731 	10405 	10064 	10011 	10176 	9828 	10945 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	7370 	7388 	6626 	7156 	7631 	7948 	7925 	8443 	8652 	: 	: 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,MT	: 	: 	20060 	20017 	19967 	21678 	21832 	22089 	23203 	23210 	23711 	23680 	25211 	26037 	26983 	26458 	27945 	28733 	29075 	31953 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,NL	: 	: 	20253 	21353 	22156 	24066 	24574 	23667 	24081 	23342 	23673 	23482 	24150 	26618 b	26809 	26725 	26992 	26860 	28479 	29766 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,NO	21154 	21829 	22367 	23672 	24280 	27444 	28199 	27148 	27822 	28632 	30439 	30876 	31761 	31517 	29996 	29986 	30434 	31400 	29692 b	30178 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,PL	: 	: 	7919 	8529 	9165 	10413 	11496 	11659 	12305 	12788 	13163 	13915 	13903 	15078 	15255 	15250 	16554 	17418 	17954 	19182 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,PT	: 	18445 	20400 	19704 	20294 	19455 	18715 	18009 	18328 	16819 	17213 	17080 	16573 	17593 	16622 	16275 	17031 	17147 	17601 	16939 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,RO	: 	: 	: 	: 	6350 	7088 	6982 	7210 	6558 	7161 	7418 	7484 	7817 	8383 	9377 	12460 	14047 	14268 	16252 	17096 	18113 
A,MED_E,PPS,ED5-8,F,Y18-64,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8182 	7529 	7552 	7731 	7706 	7473 	8875 	9093 	9797 	10369 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,SE	: 	16837 	16761 	17569 	18726 	21290 b	21568 	20648 	20653 	22144 	23695 	23504 	24372 	24539 	23838 	24462 	24946 	24259 	25326 	25188 	27030 
A,MED_E,PPS,ED5-8,F,Y18-64,SI	: 	: 	17893 	18217 	18484 	19420 	19568 	18447 	18823 	19094 	18460 	18445 	18850 	18988 	18958 	19472 	20592 	20571 	20966 	22707 	24016 
A,MED_E,PPS,ED5-8,F,Y18-64,SK	: 	: 	5134 	5935 	7153 	8632 	10171 	10932 	11575 	12548 	12083 	12076 	12238 	12443 	11251 	11830 	12663 	11944 	11072 	11345 	12084 
A,MED_E,PPS,ED5-8,F,Y18-64,TR	: 	: 	: 	10995 	11659 	11605 	12671 	12332 	13495 	14018 	13424 	13790 	13463 	14798 	13947 	12878 	13073 	12325 	11456 	: 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,UK	: 	: 	22573 	25853 	26190 	25631 	23621 	21914 	21785 	22584 b	23206 	23224 	23940 	23273 	22780 b	23409 	: 	: 	: 	: 	: 
A,MED_E,PPS,ED5-8,F,Y18-64,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6596 	: 	: 	: 	: 	: 
A,MED_E,PPS,ED5-8,F,Y_GE18,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6331 	6612 	7160 	7087 	6889 	: 	: 
A,MED_E,PPS,ED5-8,F,Y_GE18,AT	20607 	21485 	21863 	21992 	23027 	24429 b	24670 	24726 	26746 	25698 	26259 	26278 	26768 	28341 	29211 	27942 	27970 	27803 	28704 	29450 	33499 
A,MED_E,PPS,ED5-8,F,Y_GE18,BE	19823 	18954 	19816 	20632 	20602 	21688 	22292 	22508 	22774 	23198 	24949 	25120 	25373 	27237 	26196 	26757 	26968 b	27103 	27399 	29059 	29480 
A,MED_E,PPS,ED5-8,F,Y_GE18,BG	: 	: 	: 	4441 	4539 	6583 	8014 	8421 	8626 	7901 	8641 	9612 	9919 	9924 b	11305 	10555 	11980 	12371 	13004 	14275 	15970 
A,MED_E,PPS,ED5-8,F,Y_GE18,CH	: 	: 	: 	: 	26568 	27772 	29109 	29005 	29813 	30220 	32149 	32743 b	32852 	35335 	33615 	32463 	31378 	32147 	32569 	33092 	: 
A,MED_E,PPS,ED5-8,F,Y_GE18,CY	: 	: 	21362 	22267 	24154 	25540 b	25800 	25430 	25974 	25715 	23000 	21524 	20511 	21515 	22019 	21972 	23623 	23134 	23103 	24671 	: 
A,MED_E,PPS,ED5-8,F,Y_GE18,CZ	: 	: 	10557 	11367 	12260 	13222 	13370 	13121 	13544 	13368 	14003 	14154 	14677 	16002 	16049 	16492 	17683 	18285 	17167 	19300 	20385 
A,MED_E,PPS,ED5-8,F,Y_GE18,DE	: 	: 	18263 	18996 	20202 	21080 	21970 	21332 	22347 	23176 	22958 	23359 	24536 	24780 	24719 	25803 	26267 	30709 b	30300 	30232 	30740 
A,MED_E,PPS,ED5-8,F,Y_GE18,DK	18623 	17913 	19158 	19162 	20517 	21135 	21823 	21553 	23166 b	22854 	23495 	23310 	23919 	24675 	24341 	24583 	25662 	24679 	25596 	25619 	25394 
A,MED_E,PPS,ED5-8,F,Y_GE18,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23610 	23904 	24881 b	24950 	: 	: 
A,MED_E,PPS,ED5-8,F,Y_GE18,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23724 	24003 	24981 b	: 	: 	: 
A,MED_E,PPS,ED5-8,F,Y_GE18,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23610 	23904 	24881 b	24950 	: 	: 
A,MED_E,PPS,ED5-8,F,Y_GE18,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21905 	22479 	23434 	23332 	23512 	23820 	24794 	24911 	25476 	: 
A,MED_E,PPS,ED5-8,F,Y_GE18,EE	: 	5429 	6097 	6928 	7872 	9434 	10317 	9693 	9678 	10272 	10296 	11455 b	13075 	14810 	15340 	16090 	17102 	16943 	17376 	19120 	17885 
A,MED_E,PPS,ED5-8,F,Y_GE18,EL	17043 	17192 	17367 	18039 	18367 	18823 	19294 	19404 	16845 	13741 	12670 	12768 	12395 	12704 	12482 	12735 	13560 	13945 	13572 	14266 	15208 
A,MED_E,PPS,ED5-8,F,Y_GE18,ES	: 	16806 	17309 	18132 	18289 	21991 b	23243 	22154 	21450 	21199 	20228 	20470 	20855 	22048 	22498 	22739 	22428 	22180 	22001 	22729 	24852 
A,MED_E,PPS,ED5-8,F,Y_GE18,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22097 	22532 e	: 	: 	: 	: 
A,MED_E,PPS,ED5-8,F,Y_GE18,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22148 	22581 e	: 	: 	: 	: 
A,MED_E,PPS,ED5-8,F,Y_GE18,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22016 e	22480 e	23285 b	23515 	24200 	: 
A,MED_E,PPS,ED5-8,F,Y_GE18,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22097 	22532 e	: 	: 	: 	: 
A,MED_E,PPS,ED5-8,F,Y_GE18,FI	: 	16471 	17612 	18244 	19143 	20804 	21526 	21432 	22353 	22863 	23531 	23560 	24111 	24649 	24118 	24377 	25135 	24930 	24197 	25090 	25938 
A,MED_E,PPS,ED5-8,F,Y_GE18,FR	: 	18538 	19169 	19790 	19414 	22484 	22721 	22668 	23324 b	23924 	24298 	23892 	25025 	25742 	25287 	24697 	24908 	25126 b	25264 	26042 b	: 
A,MED_E,PPS,ED5-8,F,Y_GE18,HR	: 	: 	: 	: 	: 	: 	: 	11544 	11408 	11487 	11580 	11663 	12667 	13286 	13588 	14029 	15038 	15174 	15674 	16545 	17800 b
A,MED_E,PPS,ED5-8,F,Y_GE18,HU	: 	: 	8012 	9005 	9162 	9035 	9491 	9319 	10229 	10240 	10178 	10639 	11284 	11775 	11727 	11049 	12141 	12766 	13206 	12492 	14396 
A,MED_E,PPS,ED5-8,F,Y_GE18,IE	18933 	20904 	21993 	23015 	26080 	26046 	24610 	23059 	23281 	22152 	22439 	21807 	23222 	24118 	23913 	23173 	24443 	24423 b	24922 	24371 	: 
